#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HSD11B1	SLC2A4	9606.ENSP00000355995	9606.ENSP00000320935	0	0	0	0	0.076	0	0	0.399	0.421
HSD11B1	MC2R	9606.ENSP00000355995	9606.ENSP00000333821	0	0	0	0	0	0	0	0.468	0.468
HSD11B1	SERPINA6	9606.ENSP00000355995	9606.ENSP00000342850	0	0	0	0	0.077	0	0	0.601	0.616
HSD11B1	NR3C2	9606.ENSP00000355995	9606.ENSP00000350815	0	0	0	0	0.085	0.057	0	0.729	0.746
HSD11B1	SCNN1A	9606.ENSP00000355995	9606.ENSP00000353292	0	0	0	0	0.063	0	0	0.396	0.410
HSD11B1	TNF	9606.ENSP00000355995	9606.ENSP00000398698	0	0	0	0	0	0	0	0.415	0.415
HSD11B1	IL6	9606.ENSP00000355995	9606.ENSP00000385675	0	0	0	0	0.076	0	0	0.402	0.424
HSD11B1	PPARA	9606.ENSP00000355995	9606.ENSP00000385523	0	0	0	0	0.064	0.057	0	0.417	0.440
HSD11B1	HSD17B1	9606.ENSP00000355995	9606.ENSP00000466799	0	0	0	0	0	0	0	0.503	0.503
HSD11B1	INS	9606.ENSP00000355995	9606.ENSP00000380432	0	0	0	0	0	0	0	0.601	0.601
HSD11B1	POMC	9606.ENSP00000355995	9606.ENSP00000384092	0	0	0	0	0	0	0	0.632	0.632
HSD11B1	RXRA	9606.ENSP00000355995	9606.ENSP00000419692	0	0	0	0	0.062	0.057	0.900	0.153	0.915
HSD11B1	HSD3B2	9606.ENSP00000355995	9606.ENSP00000445122	0	0	0	0	0.062	0.114	0.900	0.483	0.951
HSD11B1	HSD3B1	9606.ENSP00000355995	9606.ENSP00000358421	0	0	0	0	0.062	0.114	0.900	0.617	0.963
HSD11B2	NR3C1	9606.ENSP00000316786	9606.ENSP00000231509	0	0	0	0	0	0.056	0	0.749	0.753
HSD11B2	REN	9606.ENSP00000316786	9606.ENSP00000272190	0	0	0	0	0	0	0	0.653	0.653
HSD11B2	SRD5A1	9606.ENSP00000316786	9606.ENSP00000274192	0	0	0	0	0.062	0	0	0.434	0.447
HSD11B2	SCNN1G	9606.ENSP00000316786	9606.ENSP00000300061	0	0	0	0	0.062	0	0	0.523	0.534
HSD11B2	NR0B1	9606.ENSP00000316786	9606.ENSP00000368253	0	0	0	0	0	0.056	0	0.398	0.407
HSD11B2	SLC12A1	9606.ENSP00000316786	9606.ENSP00000379822	0	0	0	0	0.062	0	0	0.424	0.437
HSD11B2	SERPINA6	9606.ENSP00000316786	9606.ENSP00000342850	0	0	0	0	0	0	0	0.468	0.468
HSD11B2	SLC12A3	9606.ENSP00000316786	9606.ENSP00000402152	0	0	0	0	0	0	0	0.475	0.475
HSD11B2	SCNN1B	9606.ENSP00000316786	9606.ENSP00000345751	0	0	0	0	0.110	0	0	0.456	0.495
HSD11B2	SCNN1A	9606.ENSP00000316786	9606.ENSP00000353292	0	0	0	0	0.105	0	0	0.480	0.515
HSD11B2	POMC	9606.ENSP00000316786	9606.ENSP00000384092	0	0	0	0	0	0	0	0.605	0.605
HSD11B2	MC2R	9606.ENSP00000316786	9606.ENSP00000333821	0	0	0	0	0	0	0	0.646	0.646
HSD11B2	HSD17B3	9606.ENSP00000316786	9606.ENSP00000364412	0	0	0	0	0	0	0	0.648	0.648
HSD11B2	NR3C2	9606.ENSP00000316786	9606.ENSP00000350815	0	0	0	0	0	0.056	0	0.943	0.945
HSD11B2	HSD3B1	9606.ENSP00000316786	9606.ENSP00000358421	0	0	0	0	0	0.056	0.900	0.480	0.946
HSD11B2	HSD3B2	9606.ENSP00000316786	9606.ENSP00000445122	0	0	0	0	0	0.056	0.900	0.514	0.950
HSD17B1	HSD17B10	9606.ENSP00000466799	9606.ENSP00000168216	0	0	0	0	0.053	0	0	0.431	0.438
HSD17B1	HSD17B2	9606.ENSP00000466799	9606.ENSP00000199936	0	0	0	0	0	0	0.800	0.912	0.981
HSD17B1	STS	9606.ENSP00000466799	9606.ENSP00000217961	0	0	0	0	0	0	0	0.710	0.710
HSD17B1	SULT2A1	9606.ENSP00000466799	9606.ENSP00000222002	0	0	0	0	0.062	0	0	0.429	0.441
HSD17B1	NAGLU	9606.ENSP00000466799	9606.ENSP00000225927	0	0	0	0	0	0	0	0.720	0.720
HSD17B1	SULT1E1	9606.ENSP00000466799	9606.ENSP00000226444	0	0	0	0	0.062	0	0.900	0.615	0.960
HSD17B1	HSD17B7	9606.ENSP00000466799	9606.ENSP00000254521	0	0	0	0	0	0	0.800	0.784	0.955
HSD17B1	SRD5A1	9606.ENSP00000466799	9606.ENSP00000274192	0	0	0	0	0.063	0	0	0.658	0.666
HSD17B1	LHCGR	9606.ENSP00000466799	9606.ENSP00000294954	0	0	0	0	0	0	0	0.603	0.603
HSD17B1	SLC22A11	9606.ENSP00000466799	9606.ENSP00000301891	0	0	0	0	0.053	0	0	0.436	0.443
HSD17B1	PGR	9606.ENSP00000466799	9606.ENSP00000325120	0	0	0	0	0	0.057	0	0.504	0.512
HSD17B1	HSD3B1	9606.ENSP00000466799	9606.ENSP00000358421	0	0	0	0	0.062	0.114	0	0.878	0.890
HSD17B1	NR5A1	9606.ENSP00000466799	9606.ENSP00000362690	0	0	0	0	0.063	0	0	0.460	0.472
HSD17B1	HSD17B8	9606.ENSP00000466799	9606.ENSP00000363794	0	0	0	0	0	0	0.800	0.396	0.874
HSD17B1	HSD17B3	9606.ENSP00000466799	9606.ENSP00000364412	0.047	0	0.200	0	0.062	0.058	0	0.918	0.935
HSD17B1	SHBG	9606.ENSP00000466799	9606.ENSP00000369816	0	0	0	0	0	0	0	0.595	0.595
HSD17B1	SULT1A1	9606.ENSP00000466799	9606.ENSP00000378972	0	0	0	0	0.062	0	0	0.422	0.434
HSD17B1	HSD17B4	9606.ENSP00000466799	9606.ENSP00000420914	0.052	0	0	0	0.083	0.103	0	0.829	0.849
HSD17B1	HSD3B2	9606.ENSP00000466799	9606.ENSP00000445122	0	0	0	0	0.062	0.114	0	0.698	0.727
HSD17B1	HSD17B6	9606.ENSP00000466799	9606.ENSP00000451406	0	0	0.264	0.616	0	0	0.800	0.560	0.855
HSD17B1	SRD5A2	9606.ENSP00000466799	9606.ENSP00000477587	0	0	0	0	0.063	0	0	0.603	0.612
HSD17B10	SLC25A18	9606.ENSP00000168216	9606.ENSP00000329033	0	0	0	0	0	0	0	0.400	0.400
HSD17B10	OXCT1	9606.ENSP00000168216	9606.ENSP00000196371	0	0	0	0	0.062	0	0	0.393	0.406
HSD17B10	IDH3B	9606.ENSP00000168216	9606.ENSP00000370223	0	0	0	0	0.110	0	0	0.362	0.408
HSD17B10	NDUFB7	9606.ENSP00000168216	9606.ENSP00000215565	0	0	0	0	0.273	0	0	0.224	0.412
HSD17B10	HSD17B2	9606.ENSP00000168216	9606.ENSP00000199936	0	0	0	0	0.062	0	0	0.413	0.426
HSD17B10	SRD5A1	9606.ENSP00000168216	9606.ENSP00000274192	0	0	0	0	0	0	0	0.453	0.453
HSD17B10	MDH1	9606.ENSP00000168216	9606.ENSP00000438144	0	0	0	0	0.344	0.204	0	0	0.455
HSD17B10	IVD	9606.ENSP00000168216	9606.ENSP00000418397	0	0	0	0	0.063	0.120	0	0.432	0.491
HSD17B10	NDUFB10	9606.ENSP00000168216	9606.ENSP00000268668	0	0	0	0	0.367	0	0	0.242	0.500
HSD17B10	HSD17B6	9606.ENSP00000168216	9606.ENSP00000451406	0	0	0	0	0	0	0	0.548	0.548
HSD17B10	SLC16A2	9606.ENSP00000168216	9606.ENSP00000465734	0	0	0	0	0	0	0	0.605	0.605
HSD17B10	MDH2	9606.ENSP00000168216	9606.ENSP00000327070	0	0	0	0	0.537	0.132	0	0.127	0.620
HSD17B10	NDUFV2	9606.ENSP00000168216	9606.ENSP00000327268	0	0	0	0	0.646	0	0	0.448	0.796
HSD17B10	SOD1	9606.ENSP00000168216	9606.ENSP00000270142	0	0	0	0	0.812	0	0	0	0.812
HSD17B11	HSD17B2	9606.ENSP00000351035	9606.ENSP00000199936	0	0	0	0	0.063	0	0	0.685	0.692
HSD17B11	SULT2B1	9606.ENSP00000351035	9606.ENSP00000201586	0	0	0	0	0	0	0	0.499	0.499
HSD17B11	PECR	9606.ENSP00000351035	9606.ENSP00000265322	0	0	0.318	0	0.063	0	0	0.194	0.440
HSD17B11	HSD3B1	9606.ENSP00000351035	9606.ENSP00000358421	0	0	0	0	0.062	0.114	0	0.457	0.509
HSD17B11	HSD17B4	9606.ENSP00000351035	9606.ENSP00000420914	0.052	0	0	0	0.083	0.103	0	0.501	0.559
HSD17B11	NR5A1	9606.ENSP00000351035	9606.ENSP00000362690	0	0	0	0	0	0	0	0.578	0.578
HSD17B11	NSDHL	9606.ENSP00000351035	9606.ENSP00000359297	0	0	0	0	0.062	0.114	0	0.745	0.770
HSD17B2	PGR	9606.ENSP00000199936	9606.ENSP00000325120	0	0	0	0	0	0.056	0	0.423	0.432
HSD17B2	SULT2A1	9606.ENSP00000199936	9606.ENSP00000222002	0	0	0	0	0.101	0	0	0.409	0.446
HSD17B2	STS	9606.ENSP00000199936	9606.ENSP00000217961	0	0	0	0	0	0	0	0.519	0.519
HSD17B2	HSD17B4	9606.ENSP00000199936	9606.ENSP00000420914	0	0	0	0	0.062	0	0	0.833	0.836
HSD17B2	HSD17B6	9606.ENSP00000199936	9606.ENSP00000451406	0	0	0.238	0.811	0.082	0	0.800	0.629	0.837
HSD17B2	HSD17B8	9606.ENSP00000199936	9606.ENSP00000363794	0	0	0	0.602	0.062	0	0.800	0.455	0.838
HSD17B2	HSD17B7	9606.ENSP00000199936	9606.ENSP00000254521	0	0	0	0	0	0	0.800	0.583	0.913
HSD17B2	SRD5A2	9606.ENSP00000199936	9606.ENSP00000477587	0	0	0	0	0.063	0	0.900	0.595	0.958
HSD17B2	HSD3B2	9606.ENSP00000199936	9606.ENSP00000445122	0	0	0	0	0.062	0	0.900	0.635	0.962
HSD17B2	HSD3B1	9606.ENSP00000199936	9606.ENSP00000358421	0	0	0	0	0.062	0	0.900	0.643	0.963
HSD17B2	SRD5A1	9606.ENSP00000199936	9606.ENSP00000274192	0	0	0	0	0.062	0	0.900	0.653	0.964
HSD17B2	SULT1E1	9606.ENSP00000199936	9606.ENSP00000226444	0	0	0	0	0.087	0	0.900	0.735	0.973
HSD17B2	HSD17B3	9606.ENSP00000199936	9606.ENSP00000364412	0	0	0	0	0	0	0.800	0.912	0.981
HSD17B3	SULT2B1	9606.ENSP00000364412	9606.ENSP00000201586	0	0	0	0	0	0	0	0.471	0.471
HSD17B3	STS	9606.ENSP00000364412	9606.ENSP00000217961	0	0	0	0	0	0	0	0.403	0.403
HSD17B3	SULT2A1	9606.ENSP00000364412	9606.ENSP00000222002	0	0	0	0	0	0	0	0.481	0.481
HSD17B3	HSD17B7	9606.ENSP00000364412	9606.ENSP00000254521	0	0	0	0	0	0	0	0.481	0.481
HSD17B3	SCARB1	9606.ENSP00000364412	9606.ENSP00000261693	0	0	0	0	0	0	0	0.739	0.739
HSD17B3	SRD5A1	9606.ENSP00000364412	9606.ENSP00000274192	0	0	0	0	0.049	0	0.900	0.811	0.980
HSD17B3	LHCGR	9606.ENSP00000364412	9606.ENSP00000294954	0	0	0	0	0	0	0	0.788	0.788
HSD17B3	PGR	9606.ENSP00000364412	9606.ENSP00000325120	0	0	0	0	0	0	0	0.507	0.507
HSD17B3	HSD3B1	9606.ENSP00000364412	9606.ENSP00000358421	0.068	0	0	0	0.062	0.056	0.900	0.875	0.987
HSD17B3	NR5A1	9606.ENSP00000364412	9606.ENSP00000362690	0	0	0	0	0.063	0	0	0.657	0.665
HSD17B3	HSD17B8	9606.ENSP00000364412	9606.ENSP00000363794	0.047	0	0.280	0	0.062	0.058	0.800	0.191	0.879
HSD17B3	TSPO	9606.ENSP00000364412	9606.ENSP00000379563	0.129	0	0	0	0.063	0	0	0.339	0.413
HSD17B3	POR	9606.ENSP00000364412	9606.ENSP00000419970	0.045	0	0	0	0	0	0	0.478	0.480
HSD17B3	HSD17B6	9606.ENSP00000364412	9606.ENSP00000451406	0	0	0	0.592	0	0	0.800	0.651	0.851
HSD17B3	HSD17B4	9606.ENSP00000364412	9606.ENSP00000420914	0.056	0	0	0	0.063	0	0	0.907	0.910
HSD17B3	SRD5A2	9606.ENSP00000364412	9606.ENSP00000477587	0	0	0	0	0.049	0	0.900	0.810	0.980
HSD17B3	HSD3B2	9606.ENSP00000364412	9606.ENSP00000445122	0.068	0	0	0	0.062	0.056	0.900	0.873	0.987
HSD17B4	HSD17B7	9606.ENSP00000420914	9606.ENSP00000254521	0	0	0	0	0	0	0	0.401	0.401
HSD17B4	PSMB1	9606.ENSP00000420914	9606.ENSP00000262193	0	0	0	0	0	0	0	0.415	0.414
HSD17B4	PHYH	9606.ENSP00000420914	9606.ENSP00000263038	0	0	0	0	0.165	0	0	0.411	0.487
HSD17B4	PECR	9606.ENSP00000420914	9606.ENSP00000265322	0.052	0	0	0.598	0.145	0.103	0.900	0.318	0.927
HSD17B4	IDE	9606.ENSP00000420914	9606.ENSP00000265986	0	0	0	0	0	0	0.900	0	0.900
HSD17B4	TP53	9606.ENSP00000420914	9606.ENSP00000269305	0	0	0	0	0	0	0	0.433	0.433
HSD17B4	LPL	9606.ENSP00000420914	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0.124	0.908
HSD17B4	PIPOX	9606.ENSP00000420914	9606.ENSP00000317721	0	0	0	0	0.064	0	0.900	0.360	0.934
HSD17B4	SLC25A20	9606.ENSP00000420914	9606.ENSP00000326305	0	0.001	0	0	0.652	0	0	0.197	0.708
HSD17B4	MDH2	9606.ENSP00000420914	9606.ENSP00000327070	0.073	0	0	0	0.063	0	0	0.441	0.472
HSD17B4	HSD3B1	9606.ENSP00000420914	9606.ENSP00000358421	0.041	0	0	0	0.062	0	0	0.569	0.578
HSD17B4	ME1	9606.ENSP00000420914	9606.ENSP00000358719	0.070	0	0	0	0	0	0.900	0.101	0.909
HSD17B4	JUN	9606.ENSP00000420914	9606.ENSP00000360266	0	0	0	0	0	0.129	0.900	0.074	0.912
HSD17B4	PPARA	9606.ENSP00000420914	9606.ENSP00000385523	0	0	0	0	0	0.057	0.900	0.401	0.938
HSD17B4	IDH1	9606.ENSP00000420914	9606.ENSP00000390265	0.111	0	0	0	0.174	0.272	0.900	0.198	0.949
HSD17B4	LARS2	9606.ENSP00000420914	9606.ENSP00000408576	0	0	0	0	0	0	0	0.561	0.561
HSD17B4	PCCB	9606.ENSP00000420914	9606.ENSP00000419027	0.167	0	0	0	0.100	0	0	0.271	0.405
HSD17B4	RXRA	9606.ENSP00000420914	9606.ENSP00000419692	0	0	0	0	0	0.057	0.900	0.096	0.907
HSD17B4	HSD17B6	9606.ENSP00000420914	9606.ENSP00000451406	0	0	0	0	0.062	0	0	0.391	0.405
HSD17B4	HSD3B2	9606.ENSP00000420914	9606.ENSP00000445122	0.041	0	0	0	0.062	0	0	0.427	0.439
HSD17B6	SULT1E1	9606.ENSP00000451406	9606.ENSP00000226444	0	0	0	0	0.064	0	0.900	0.152	0.913
HSD17B6	RBP1	9606.ENSP00000451406	9606.ENSP00000232219	0	0	0	0	0	0	0	0.850	0.850
HSD17B6	HSD17B7	9606.ENSP00000451406	9606.ENSP00000254521	0	0	0	0	0.049	0	0.800	0.365	0.868
HSD17B6	RLBP1	9606.ENSP00000451406	9606.ENSP00000268125	0	0	0	0	0	0	0.900	0.109	0.907
HSD17B6	SRD5A1	9606.ENSP00000451406	9606.ENSP00000274192	0	0	0	0	0.063	0	0.900	0.671	0.966
HSD17B6	RETSAT	9606.ENSP00000451406	9606.ENSP00000295802	0	0	0	0	0.064	0	0.900	0.257	0.924
HSD17B6	LRAT	9606.ENSP00000451406	9606.ENSP00000337224	0	0	0	0	0.064	0	0.900	0.159	0.914
HSD17B6	HSD3B1	9606.ENSP00000451406	9606.ENSP00000358421	0	0	0	0	0	0	0.900	0.583	0.956
HSD17B6	HSD17B8	9606.ENSP00000451406	9606.ENSP00000363794	0	0	0.208	0.596	0	0	0.800	0.191	0.825
HSD17B6	POR	9606.ENSP00000451406	9606.ENSP00000419970	0	0	0	0	0	0	0	0.426	0.426
HSD17B6	HSD3B2	9606.ENSP00000451406	9606.ENSP00000445122	0	0	0	0	0	0	0.900	0.588	0.957
HSD17B6	SRD5A2	9606.ENSP00000451406	9606.ENSP00000477587	0	0	0	0	0.080	0	0.900	0.561	0.956
HSD17B7	SULT1E1	9606.ENSP00000254521	9606.ENSP00000226444	0	0	0	0	0.062	0	0.900	0.481	0.947
HSD17B7	PTGIS	9606.ENSP00000254521	9606.ENSP00000244043	0	0	0	0	0.084	0.528	0	0.253	0.648
HSD17B7	MAT2B	9606.ENSP00000254521	9606.ENSP00000325425	0	0	0	0	0.086	0.368	0	0.253	0.530
HSD17B7	PRLR	9606.ENSP00000254521	9606.ENSP00000482954	0	0	0	0	0	0	0	0.610	0.610
HSD17B7	SRD5A1	9606.ENSP00000254521	9606.ENSP00000274192	0	0	0	0	0.062	0	0	0.639	0.647
HSD17B7	HSD3B2	9606.ENSP00000254521	9606.ENSP00000445122	0	0	0	0	0.086	0.368	0	0.543	0.713
HSD17B7	HSD3B1	9606.ENSP00000254521	9606.ENSP00000358421	0	0	0	0	0.086	0.368	0	0.586	0.740
HSD17B7	HSD17B8	9606.ENSP00000254521	9606.ENSP00000363794	0	0	0	0	0	0	0.800	0.446	0.884
HSD17B7	SQLE	9606.ENSP00000254521	9606.ENSP00000265896	0	0	0	0	0.653	0	0	0.856	0.948
HSD17B7	LSS	9606.ENSP00000254521	9606.ENSP00000380837	0	0	0	0	0.460	0.937	0	0.833	0.993
HSD17B7	NSDHL	9606.ENSP00000254521	9606.ENSP00000359297	0	0	0	0	0.165	0.787	0.900	0.879	0.997
HSD17B8	SULT1E1	9606.ENSP00000363794	9606.ENSP00000226444	0	0	0	0	0	0	0.900	0.214	0.918
HSD17B8	SRD5A1	9606.ENSP00000363794	9606.ENSP00000274192	0	0	0	0	0	0	0.900	0.094	0.905
HSD17B8	QDPR	9606.ENSP00000363794	9606.ENSP00000281243	0	0	0	0	0	0.682	0	0.055	0.686
HSD17B8	PPP1CC	9606.ENSP00000363794	9606.ENSP00000341779	0	0	0	0	0	0.066	0	0.392	0.408
HSD17B8	HSD3B1	9606.ENSP00000363794	9606.ENSP00000358421	0	0	0	0	0.062	0.114	0.900	0.235	0.927
HSD17B8	NDUFAB1	9606.ENSP00000363794	9606.ENSP00000458770	0.060	0	0	0	0.069	0.056	0	0.422	0.459
HSD17B8	SDHB	9606.ENSP00000363794	9606.ENSP00000364649	0	0	0	0	0.428	0	0	0.107	0.467
HSD17B8	RXRB	9606.ENSP00000363794	9606.ENSP00000363817	0	0	0	0	0.083	0.057	0	0.670	0.690
HSD17B8	SRD5A2	9606.ENSP00000363794	9606.ENSP00000477587	0	0	0	0	0	0	0.900	0.043	0.900
HSD17B8	HSD3B2	9606.ENSP00000363794	9606.ENSP00000445122	0	0	0	0	0.062	0.114	0.900	0.183	0.923
HSD3B1	SULT2B1	9606.ENSP00000358421	9606.ENSP00000201586	0	0	0	0	0	0	0.900	0.310	0.928
HSD3B1	STS	9606.ENSP00000358421	9606.ENSP00000217961	0.041	0	0	0	0	0	0.900	0.619	0.960
HSD3B1	SULT2A1	9606.ENSP00000358421	9606.ENSP00000222002	0	0	0	0	0	0	0	0.735	0.735
HSD3B1	SULT1E1	9606.ENSP00000358421	9606.ENSP00000226444	0	0	0	0	0	0	0	0.520	0.520
HSD3B1	PTGIS	9606.ENSP00000358421	9606.ENSP00000244043	0	0	0	0	0.078	0.347	0	0.190	0.470
HSD3B1	SCARB1	9606.ENSP00000358421	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.633	0.642
HSD3B1	SQLE	9606.ENSP00000358421	9606.ENSP00000265896	0	0	0	0	0.187	0.398	0	0.462	0.714
HSD3B1	SRD5A1	9606.ENSP00000358421	9606.ENSP00000274192	0	0	0	0	0.063	0	0.900	0.774	0.977
HSD3B1	LHCGR	9606.ENSP00000358421	9606.ENSP00000294954	0	0	0	0	0	0	0	0.815	0.815
HSD3B1	IGF1	9606.ENSP00000358421	9606.ENSP00000302665	0	0	0	0	0	0	0	0.460	0.459
HSD3B1	UGDH	9606.ENSP00000358421	9606.ENSP00000319501	0.111	0	0	0	0.123	0.181	0	0.187	0.411
HSD3B1	PGR	9606.ENSP00000358421	9606.ENSP00000325120	0	0	0	0	0	0	0	0.469	0.469
HSD3B1	MC2R	9606.ENSP00000358421	9606.ENSP00000333821	0	0	0	0	0	0	0	0.606	0.606
HSD3B1	INS	9606.ENSP00000358421	9606.ENSP00000380432	0	0	0	0	0.053	0	0	0.413	0.420
HSD3B1	POR	9606.ENSP00000358421	9606.ENSP00000419970	0	0	0	0	0.065	0	0	0.430	0.444
HSD3B1	SHBG	9606.ENSP00000358421	9606.ENSP00000369816	0	0	0	0	0	0	0	0.456	0.456
HSD3B1	NR0B1	9606.ENSP00000358421	9606.ENSP00000368253	0	0	0	0	0	0	0	0.556	0.556
HSD3B1	TSPO	9606.ENSP00000358421	9606.ENSP00000379563	0	0	0	0	0.082	0	0	0.556	0.574
HSD3B1	POMC	9606.ENSP00000358421	9606.ENSP00000384092	0	0	0	0	0	0	0	0.634	0.634
HSD3B1	NR5A1	9606.ENSP00000358421	9606.ENSP00000362690	0	0	0	0	0	0	0	0.724	0.724
HSD3B1	LSS	9606.ENSP00000358421	9606.ENSP00000380837	0.076	0	0	0	0.146	0.608	0	0.451	0.807
HSD3B1	HSD3B2	9606.ENSP00000358421	9606.ENSP00000445122	0	0	0.449	0.985	0.152	0.273	0.900	0.757	0.934
HSD3B1	SRD5A2	9606.ENSP00000358421	9606.ENSP00000477587	0	0	0	0	0.062	0	0.900	0.673	0.966
HSD3B2	SULT2B1	9606.ENSP00000445122	9606.ENSP00000201586	0	0	0	0	0	0	0.900	0.269	0.923
HSD3B2	STS	9606.ENSP00000445122	9606.ENSP00000217961	0.041	0	0	0	0	0	0.900	0.490	0.946
HSD3B2	SULT2A1	9606.ENSP00000445122	9606.ENSP00000222002	0	0	0	0	0	0	0	0.767	0.767
HSD3B2	PTGIS	9606.ENSP00000445122	9606.ENSP00000244043	0	0	0	0	0.078	0.347	0	0.183	0.465
HSD3B2	SCARB1	9606.ENSP00000445122	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.427	0.440
HSD3B2	SQLE	9606.ENSP00000445122	9606.ENSP00000265896	0	0	0	0	0.187	0.398	0	0.430	0.697
HSD3B2	SRD5A1	9606.ENSP00000445122	9606.ENSP00000274192	0	0	0	0	0.063	0	0.900	0.753	0.974
HSD3B2	LHCGR	9606.ENSP00000445122	9606.ENSP00000294954	0	0	0	0	0	0	0	0.720	0.720
HSD3B2	UGDH	9606.ENSP00000445122	9606.ENSP00000319501	0.111	0	0	0	0.123	0.181	0	0.187	0.411
HSD3B2	MC2R	9606.ENSP00000445122	9606.ENSP00000333821	0	0	0	0	0	0	0	0.607	0.607
HSD3B2	NR5A1	9606.ENSP00000445122	9606.ENSP00000362690	0	0	0	0	0	0.270	0	0.687	0.762
HSD3B2	NR0B1	9606.ENSP00000445122	9606.ENSP00000368253	0	0	0	0	0	0	0	0.519	0.519
HSD3B2	LSS	9606.ENSP00000445122	9606.ENSP00000380837	0.076	0	0	0	0.146	0.608	0	0.454	0.808
HSD3B2	POMC	9606.ENSP00000445122	9606.ENSP00000384092	0	0	0	0	0	0	0	0.556	0.556
HSD3B2	POR	9606.ENSP00000445122	9606.ENSP00000419970	0	0	0	0	0.065	0	0	0.620	0.630
HSD3B2	NR1H4	9606.ENSP00000445122	9606.ENSP00000447149	0	0	0	0	0.108	0	0	0.383	0.426
HSD3B2	SRD5A2	9606.ENSP00000445122	9606.ENSP00000477587	0	0	0	0	0.062	0	0.900	0.749	0.974
HSP90AA1	PPP5C	9606.ENSP00000335153	9606.ENSP00000012443	0	0	0	0	0.106	0.965	0.900	0.933	0.999
HSP90AA1	TNFRSF1A	9606.ENSP00000335153	9606.ENSP00000162749	0	0	0	0	0	0.213	0	0.390	0.499
HSP90AA1	MAPK13	9606.ENSP00000335153	9606.ENSP00000211287	0	0	0	0	0.054	0.227	0	0.266	0.416
HSP90AA1	SIRT1	9606.ENSP00000335153	9606.ENSP00000212015	0.045	0	0	0	0	0.426	0	0.627	0.778
HSP90AA1	MAPK12	9606.ENSP00000335153	9606.ENSP00000215659	0	0	0	0	0.054	0.227	0	0.331	0.468
HSP90AA1	MIF	9606.ENSP00000335153	9606.ENSP00000215754	0	0	0	0	0.093	0.270	0	0.719	0.797
HSP90AA1	MAPK1	9606.ENSP00000335153	9606.ENSP00000215832	0	0	0	0	0.062	0.365	0.900	0.705	0.980
HSP90AA1	PDXP	9606.ENSP00000335153	9606.ENSP00000215904	0	0	0	0	0	0	0	0.969	0.969
HSP90AA1	NFKBIA	9606.ENSP00000335153	9606.ENSP00000216797	0	0	0	0	0.062	0.077	0	0.522	0.550
HSP90AA1	MMP2	9606.ENSP00000335153	9606.ENSP00000219070	0	0	0	0	0	0.270	0	0.918	0.938
HSP90AA1	PPIF	9606.ENSP00000335153	9606.ENSP00000225174	0	0	0	0	0.102	0.181	0	0.988	0.991
HSP90AA1	VTN	9606.ENSP00000335153	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.166	0.913
HSP90AA1	IL2	9606.ENSP00000335153	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.502	0.948
HSP90AA1	IFNG	9606.ENSP00000335153	9606.ENSP00000229135	0	0	0	0	0	0	0.900	0.338	0.931
HSP90AA1	MAPK14	9606.ENSP00000335153	9606.ENSP00000229795	0	0	0	0	0.054	0.288	0	0.490	0.627
HSP90AA1	NR3C1	9606.ENSP00000335153	9606.ENSP00000231509	0	0	0	0	0	0.923	0.900	0.989	0.999
HSP90AA1	SPR	9606.ENSP00000335153	9606.ENSP00000234454	0	0	0	0	0	0.069	0.650	0.076	0.672
HSP90AA1	TTR	9606.ENSP00000335153	9606.ENSP00000237014	0	0	0	0	0	0.270	0	0.478	0.603
HSP90AA1	LRP1	9606.ENSP00000335153	9606.ENSP00000243077	0	0	0	0	0	0.181	0	0.964	0.969
HSP90AA1	PTGIS	9606.ENSP00000335153	9606.ENSP00000244043	0	0	0	0	0	0.160	0	0.514	0.575
HSP90AA1	HSPB1	9606.ENSP00000335153	9606.ENSP00000248553	0	0	0	0	0.065	0.347	0	0.949	0.966
HSP90AA1	RAF1	9606.ENSP00000335153	9606.ENSP00000251849	0	0	0	0	0	0.942	0	0.988	0.999
HSP90AA1	PDGFRA	9606.ENSP00000335153	9606.ENSP00000257290	0	0	0	0	0	0.089	0	0.648	0.665
HSP90AA1	MDM2	9606.ENSP00000335153	9606.ENSP00000258149	0	0	0	0	0	0.675	0	0.951	0.983
HSP90AA1	TUBB2B	9606.ENSP00000335153	9606.ENSP00000259818	0	0	0	0	0.063	0.282	0	0.203	0.418
HSP90AA1	TLR2	9606.ENSP00000335153	9606.ENSP00000260010	0	0	0	0	0	0.056	0	0.796	0.799
HSP90AA1	PPIG	9606.ENSP00000335153	9606.ENSP00000260970	0	0	0	0	0.520	0.384	0	0.568	0.861
HSP90AA1	PEBP1	9606.ENSP00000335153	9606.ENSP00000261313	0	0	0	0	0.130	0	0	0.448	0.499
HSP90AA1	PDGFRB	9606.ENSP00000335153	9606.ENSP00000261799	0	0	0	0	0	0.172	0	0.516	0.582
HSP90AA1	KCNH2	9606.ENSP00000335153	9606.ENSP00000262186	0	0	0	0	0	0.835	0	0.899	0.982
